Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, SSIM, SSIM(dB), Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 32x32, Inter 16x16, Inter 8x8, Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
140, b-SLICE,  138, 34.00,       2568, 0,4.89,40.561, 49.091, 49.106, 42.695, 0.948278, 12.863,32, 136 133 ,139 141 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.18%, 0.00%,  0.36%,  0.18%,  1.96%,  6.24%,  0.00%,  0.00%,  0.00%,  0.00%, 78.97%,  1.25%,  3.03%,  7.84%, 23464.50, 1639.08, 5944.56, 24140.84 , 18, 253, 118.59, 76, 150, 131.00, 90, 180, 129.24, 0.00%, 99.55%,0.00%, 0.23%, 0.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 87.50%,0.00%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 60.71%,0.00%, 21.43%, 17.86%, 0.00%, 0.00%, 0.00%, 0.00%, 1.25%, 55.00%,0.00%, 31.25%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 8.0, 43.0, 19.0, 31.0, 5.0, 373.0, 2.367, 4
141, b-SLICE,  140, 34.00,       1992, 0,5.08,40.568, 49.081, 49.124, 42.701, 0.948246, 12.861,31, 139 136 133 ,141 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.19%, 0.00%,  0.00%,  0.38%,  1.72%,  4.21%,  0.00%,  0.19%,  0.57%,  2.87%, 85.25%,  1.72%,  1.72%,  1.15%, 23409.51, 1637.48, 5959.02, 23775.62 , 18, 253, 118.59, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 83.33%,0.00%, 16.67%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 57.14%,0.00%, 28.57%, 14.29%, 0.00%, 0.00%, 0.00%, 0.00%, 2.27%, 47.73%,0.00%, 36.36%, 13.64%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 44.0, 17.0, 29.0, 4.0, 337.0, 2.251, 1
142, P-SLICE,  142, 32.00,       1704, 0,40.11,40.638, 49.140, 49.129, 42.762, 0.948407, 12.874,30, 141 139 136 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  2.07%,  0.83%,  0.21%,  0.00%,  0.00%,  0.00%,  0.00%, 91.72%,  3.11%,  1.45%,  0.62%, 23022.95, 1625.42, 5941.16, 23111.11 , 18, 253, 118.59, 75, 150, 131.00, 90, 180, 129.24, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 60.00%,0.00%, 0.00%, 40.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 63.64%,0.00%, 0.00%, 36.36%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 5.0, 0.0, 26.0, 0.0, 31.0, 0.0, 324.0, 6.467, 68
143, P-SLICE,  147, 32.00,       8120, 0,5.07,40.607, 49.094, 49.117, 42.732, 0.948370, 12.871,26, 142 141 139 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.32%,  0.16%,  0.47%, 0.63%,  0.16%,  3.32%, 0.00%,  1.26%,  0.47%,  3.16%, 12.80%,  0.00%,  0.00%,  0.79%,  1.11%, 68.40%,  2.21%,  1.90%,  2.84%, 23240.17, 1637.75, 5944.55, 28579.46 , 18, 253, 118.61, 75, 150, 130.99, 90, 180, 129.24, 0.00%, 98.19%,0.00%, 0.00%, 1.81%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 82.35%,0.00%, 5.88%, 11.76%, 0.00%, 0.00%, 0.00%, 0.00%, 13.95%, 39.53%,0.00%, 25.58%, 20.93%, 0.00%, 0.00%, 0.00%, 0.00%, 19.70%, 18.94%,0.00%, 34.09%, 27.27%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 14.0, 0.0, 25.0, 0.0, 49.0, 0.0, 285.0, 4.469, 60
144, B-SLICE,  145, 33.00,       4064, 0,5.10,40.584, 49.085, 49.104, 42.712, 0.948216, 12.858,29, 142 141 139 ,147 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.17%,  0.34%,  1.01%, 0.00%,  0.34%,  1.01%,  2.69%, 10.77%,  0.00%,  0.17%,  0.34%,  0.00%, 74.07%,  1.85%,  2.02%,  5.22%, 23341.68, 1641.08, 5945.44, 24469.49 , 18, 253, 118.61, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 99.55%,0.00%, 0.45%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 66.67%,0.00%, 16.67%, 16.67%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 46.67%,0.00%, 40.00%, 13.33%, 0.00%, 0.00%, 0.00%, 0.00%, 8.65%, 29.81%,0.00%, 35.58%, 25.96%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 3.0, 33.0, 18.0, 38.0, 6.0, 322.0, 2.576, 22
145, b-SLICE,  143, 34.00,       2056, 0,4.97,40.558, 49.138, 49.149, 42.704, 0.948199, 12.857,31, 142 139 ,145 147 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.57%,  1.33%,  4.36%,  0.00%,  0.76%,  0.19%,  0.38%, 84.09%,  1.70%,  2.27%,  4.36%, 23471.67, 1622.16, 5958.42, 23806.93 , 18, 253, 118.60, 75, 150, 130.99, 89, 180, 129.24, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 81.25%,0.00%, 18.75%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 65.00%,0.00%, 35.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 52.08%,0.00%, 37.50%, 10.42%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 11.0, 26.0, 19.0, 30.0, 4.0, 385.0, 1.982, 9
146, b-SLICE,  144, 34.00,       2392, 0,4.95,40.575, 49.129, 49.115, 42.711, 0.948165, 12.854,30, 142 139 ,145 147 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.36%,  0.00%,  0.54%, 0.00%,  0.18%,  0.00%,  2.52%,  4.50%,  0.00%,  0.18%,  0.90%,  0.00%, 79.82%,  1.80%,  3.06%,  6.13%, 23365.72, 1630.70, 5970.64, 23984.07 , 18, 253, 118.61, 76, 150, 131.00, 90, 181, 129.24, 0.00%, 99.77%,0.00%, 0.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 61.11%,0.00%, 36.11%, 2.78%, 0.00%, 0.00%, 0.00%, 0.00%, 7.81%, 53.12%,0.00%, 21.88%, 17.19%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 8.0, 68.0, 19.0, 33.0, 4.0, 384.0, 2.351, 12
147, b-SLICE,  146, 34.00,       1864, 0,5.09,40.575, 49.084, 49.102, 42.704, 0.948261, 12.862,28, 145 142 139 ,147 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.56%, 0.00%,  0.00%,  0.19%,  0.94%,  4.33%,  0.00%,  0.00%,  0.75%,  2.07%, 83.62%,  2.64%,  2.82%,  2.07%, 23365.88, 1641.59, 5961.09, 23709.95 , 18, 253, 118.61, 75, 150, 130.99, 89, 180, 129.24, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 93.33%,0.00%, 6.67%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 79.17%,0.00%, 16.67%, 4.17%, 0.00%, 0.00%, 0.00%, 0.00%, 6.25%, 45.83%,0.00%, 37.50%, 10.42%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 62.0, 13.0, 31.0, 0.0, 352.0, 2.778, 17
148, P-SLICE,  148, 32.00,       1088, 0,40.19,40.617, 49.099, 49.126, 42.741, 0.948393, 12.873,26, 147 145 142 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  1.49%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 94.27%,  3.40%,  0.85%,  0.00%, 23130.74, 1633.62, 5953.14, 23158.95 , 18, 253, 118.61, 75, 150, 130.99, 89, 180, 129.24, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 69.57%,0.00%, 0.00%, 30.43%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 1.0, 1.0, 46.0, 0.0, 26.0, 0.0, 342.0, 6.222, 54
149, P-SLICE,  153, 32.00,       8648, 0,5.05,40.597, 49.064, 49.095, 42.717, 0.948686, 12.898,21, 148 147 145 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.16%,  0.16%,  0.47%, 0.47%,  0.31%,  4.19%, 0.00%,  1.40%,  0.31%,  2.02%, 14.26%,  0.00%,  0.00%,  0.62%,  1.55%, 67.29%,  1.24%,  1.55%,  4.03%, 23322.76, 1656.32, 5897.51, 27973.65 , 18, 253, 118.63, 75, 150, 131.00, 89, 180, 129.25, 0.00%, 97.97%,0.00%, 0.23%, 1.81%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 80.00%,0.00%, 0.00%, 20.00%, 0.00%, 0.00%, 0.00%, 0.00%, 15.62%, 43.75%,0.00%, 25.00%, 15.62%, 0.00%, 0.00%, 0.00%, 0.00%, 20.00%, 22.50%,0.00%, 33.75%, 23.75%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 11.0, 0.0, 10.0, 0.0, 26.0, 0.0, 293.0, 5.096, 82
150, B-SLICE,  151, 33.00,       4336, 0,4.94,40.593, 49.092, 49.121, 42.721, 0.949275, 12.948,23, 148 147 145 ,153 , 0.00%,  0.00%,  0.00%, 0.00%,  0.17%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.34%, 0.00%,  1.72%,  0.52%,  3.78%,  8.25%,  0.00%,  0.69%,  0.34%,  2.23%, 74.05%,  2.23%,  2.75%,  2.92%, 23308.30, 1636.52, 5823.52, 24921.18 , 18, 253, 118.66, 75, 150, 131.00, 89, 180, 129.25, 0.00%, 97.73%,0.00%, 0.45%, 1.82%, 0.00%, 0.00%, 0.00%, 0.00%, 4.76%, 80.95%,0.00%, 9.52%, 4.76%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 45.00%,0.00%, 42.50%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%, 2.50%, 37.50%,0.00%, 32.50%, 27.50%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 4.0, 15.0, 6.0, 30.0, 0.0, 320.0, 3.202, 38
151, b-SLICE,  149, 34.00,       2472, 0,4.90,40.551, 49.098, 49.120, 42.690, 0.948144, 12.852,25, 148 145 ,151 153 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.74%, 0.00%,  0.37%,  0.56%,  2.78%,  5.74%,  0.00%,  0.00%,  0.37%,  1.30%, 81.85%,  2.04%,  1.67%,  2.59%, 23502.80, 1635.47, 5966.27, 24086.88 , 18, 253, 118.61, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 99.55%,0.00%, 0.45%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 78.57%,0.00%, 14.29%, 7.14%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 42.31%,0.00%, 38.46%, 19.23%, 0.00%, 0.00%, 0.00%, 0.00%, 7.14%, 37.50%,0.00%, 50.00%, 5.36%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 9.0, 40.0, 10.0, 31.0, 0.0, 387.0, 2.524, 11
152, b-SLICE,  150, 34.00,       2752, 0,4.21,40.645, 49.086, 49.112, 42.758, 0.949821, 12.995,24, 148 145 ,151 153 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.37%,  0.56%,  2.79%,  6.33%,  0.00%,  0.37%,  0.37%,  0.00%, 82.31%,  1.86%,  0.93%,  4.10%, 22994.94, 1638.68, 5771.97, 23735.48 , 18, 253, 118.62, 75, 150, 131.03, 89, 180, 129.27, 0.00%, 99.55%,0.00%, 0.45%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 80.00%,0.00%, 13.33%, 6.67%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 31.82%,0.00%, 50.00%, 18.18%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 39.29%,0.00%, 41.07%, 19.64%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 9.0, 57.0, 10.0, 29.0, 0.0, 400.0, 2.342, 8
153, b-SLICE,  152, 34.00,       1856, 0,4.90,40.582, 49.091, 49.113, 42.712, 0.948893, 12.915,22, 151 148 145 ,153 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.20%,  0.78%,  1.37%,  2.75%,  0.00%,  0.39%,  0.59%,  0.00%, 86.86%,  2.16%,  2.16%,  2.75%, 23320.07, 1637.69, 5891.25, 23738.17 , 18, 253, 118.63, 75, 150, 131.00, 89, 180, 129.25, 0.00%, 99.77%,0.00%, 0.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 76.47%,0.00%, 17.65%, 5.88%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 66.67%,0.00%, 28.57%, 4.76%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.00%,0.00%, 32.14%, 17.86%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 56.0, 9.0, 32.0, 0.0, 352.0, 2.971, 9
154, P-SLICE,  154, 32.00,       1464, 0,40.13,40.614, 49.081, 49.103, 42.733, 0.948727, 12.901,20, 153 151 148 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  1.91%,  0.42%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 94.27%,  2.97%,  0.42%,  0.00%, 23150.26, 1644.00, 5898.91, 23214.37 , 18, 253, 118.63, 75, 150, 131.00, 89, 180, 129.25, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 60.87%,0.00%, 0.00%, 39.13%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.00%,0.00%, 25.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 29.0, 1.0, 17.0, 0.0, 25.0, 0.0, 343.0, 6.440, 55
155, P-SLICE,  159, 32.00,      11088, 0,5.00,40.669, 49.083, 49.211, 42.788, 0.949029, 12.927,15, 154 153 151 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.14%,  0.00%,  0.28%, 0.85%,  0.14%,  3.56%, 0.00%, 11.40%,  1.71%,  2.56%, 16.24%,  0.00%,  0.43%,  0.14%,  2.28%, 50.14%,  5.27%,  1.71%,  3.13%, 23001.98, 1625.32, 5832.05, 29752.30 , 18, 253, 117.65, 75, 150, 130.97, 89, 180, 129.23, 0.00%, 81.44%,0.00%, 4.87%, 13.69%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 76.92%,0.00%, 7.69%, 15.38%, 0.00%, 0.00%, 0.00%, 0.00%, 8.82%, 38.24%,0.00%, 29.41%, 23.53%, 0.00%, 0.00%, 0.00%, 0.00%, 17.39%, 20.65%,0.00%, 29.89%, 32.07%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 11.0, 6.0, 14.0, 1.0, 37.0, 0.0, 290.0, 4.802, 104
156, B-SLICE,  157, 33.00,       4760, 0,4.99,40.639, 49.087, 49.215, 42.767, 0.949089, 12.932,17, 154 153 151 ,159 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.16%,  0.00%,  0.16%, 0.00%,  0.47%,  0.78%,  2.48%, 13.80%,  0.00%,  0.62%,  0.78%,  1.71%, 67.60%,  2.64%,  2.33%,  6.51%, 23054.15, 1619.64, 5841.51, 24563.38 , 18, 253, 117.65, 75, 150, 130.97, 89, 180, 129.23, 0.00%, 99.32%,0.00%, 0.23%, 0.46%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 80.77%,0.00%, 11.54%, 7.69%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 55.56%,0.00%, 36.11%, 8.33%, 0.00%, 0.00%, 0.00%, 0.00%, 1.39%, 36.81%,0.00%, 42.36%, 19.44%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 7.0, 15.0, 7.0, 26.0, 0.0, 320.0, 2.804, 43
157, b-SLICE,  155, 34.00,       3208, 0,4.91,40.562, 49.099, 49.106, 42.697, 0.948600, 12.890,19, 154 151 ,157 159 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.17%,  0.00%,  0.00%, 0.00%,  0.52%,  0.52%,  1.73%,  7.60%,  0.00%,  0.00%,  0.00%,  0.00%, 75.99%,  2.07%,  3.28%,  8.12%, 23447.83, 1637.45, 5909.55, 24299.38 , 19, 253, 118.62, 75, 150, 130.99, 89, 180, 129.25, 0.00%, 99.32%,0.00%, 0.68%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 80.00%,0.00%, 20.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 65.52%,0.00%, 31.03%, 3.45%, 0.00%, 0.00%, 0.00%, 0.00%, 1.09%, 51.09%,0.00%, 33.70%, 14.13%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 12.0, 19.0, 9.0, 34.0, 0.0, 370.0, 2.327, 19
158, b-SLICE,  156, 34.00,       3096, 0,3.71,40.582, 49.120, 49.218, 42.729, 0.948981, 12.923,18, 154 151 ,157 159 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.35%, 0.00%,  0.35%,  0.53%,  2.65%,  6.00%,  0.00%,  0.00%,  0.00%,  0.00%, 77.43%,  3.53%,  3.53%,  5.64%, 23351.90, 1612.05, 5849.82, 23976.20 , 18, 253, 117.65, 75, 150, 130.97, 89, 180, 129.23, 0.00%, 99.55%,0.00%, 0.45%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 86.96%,0.00%, 8.70%, 4.35%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 57.14%,0.00%, 34.29%, 8.57%, 0.00%, 0.00%, 0.00%, 0.00%, 2.94%, 47.06%,0.00%, 29.41%, 20.59%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 12.0, 28.0, 9.0, 30.0, 0.0, 365.0, 2.484, 16
159, b-SLICE,  158, 34.00,       2480, 0,4.97,40.618, 49.092, 49.203, 42.750, 0.949007, 12.925,16, 157 154 151 ,159 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.19%, 0.00%,  0.00%,  0.94%,  2.25%,  4.49%,  0.00%,  0.56%,  0.00%,  0.00%, 82.77%,  2.62%,  3.37%,  2.81%, 23156.19, 1620.76, 5892.36, 23563.45 , 18, 253, 117.65, 75, 150, 130.97, 90, 180, 129.23, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 77.27%,0.00%, 22.73%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 60.00%,0.00%, 20.00%, 20.00%, 0.00%, 0.00%, 0.00%, 0.00%, 2.50%, 37.50%,0.00%, 47.50%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 26.0, 7.0, 37.0, 0.0, 320.0, 3.000, 15
160, P-SLICE,  160, 32.00,       1048, 0,39.76,40.678, 49.093, 49.220, 42.797, 0.949062, 12.930,14, 159 157 154 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.82%,  0.41%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 90.95%,  4.94%,  2.88%,  0.00%, 22803.38, 1620.93, 5870.25, 22819.84 , 18, 253, 117.65, 75, 150, 130.97, 89, 180, 129.23, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 85.71%,0.00%, 7.14%, 7.14%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 87.50%,0.00%, 0.00%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 18.0, 0.0, 28.0, 0.0, 311.0, 5.633, 63
161, P-SLICE,  164, 32.00,      10496, 0,5.07,40.569, 49.074, 49.107, 42.700, 0.948280, 12.863,10, 160 159 157 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.15%,  0.00%,  0.45%, 0.30%,  0.15%,  3.75%, 0.00%,  9.91%,  1.35%,  3.30%, 13.36%,  0.00%,  0.30%,  0.30%,  1.50%, 55.41%,  4.20%,  3.00%,  2.55%, 23612.94, 1644.14, 5995.97, 28979.43 , 18, 253, 118.63, 75, 150, 130.99, 89, 180, 129.24, 0.00%, 84.60%,0.00%, 2.07%, 13.10%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 76.92%,0.00%, 2.56%, 20.51%, 0.00%, 0.00%, 0.00%, 0.00%, 8.33%, 45.83%,0.00%, 18.75%, 27.08%, 0.00%, 0.00%, 0.00%, 0.00%, 19.44%, 18.75%,0.00%, 34.72%, 27.08%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 9.0, 11.0, 1.0, 37.0, 0.0, 266.0, 4.862, 85
162, B-SLICE,  162, 33.00,       4736, 0,3.35,40.531, 49.110, 49.083, 42.672, 0.948172, 12.854,12, 160 159 157 ,164 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.17%, 0.17%,  0.17%,  0.51%, 0.00%,  1.87%,  0.85%,  2.72%, 10.20%,  0.00%,  0.68%,  1.36%,  2.55%, 73.30%,  1.53%,  1.19%,  2.72%, 23627.87, 1639.83, 6007.13, 25208.88 , 18, 253, 118.63, 75, 150, 131.00, 89, 180, 129.25, 0.00%, 97.51%,0.00%, 1.36%, 1.13%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 72.22%,0.00%, 22.22%, 5.56%, 0.00%, 0.00%, 0.00%, 0.00%, 3.12%, 46.88%,0.00%, 43.75%, 6.25%, 0.00%, 0.00%, 0.00%, 0.00%, 5.21%, 32.29%,0.00%, 34.38%, 28.12%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 4.0, 14.0, 7.0, 29.0, 0.0, 321.0, 3.071, 27
163, b-SLICE,  161, 34.00,       2864, 0,4.80,40.623, 49.122, 49.248, 42.764, 0.948869, 12.913,13, 160 157 ,162 164 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.18%, 0.00%,  0.00%,  0.18%, 0.00%,  0.54%,  0.54%,  2.69%,  5.73%,  0.00%,  0.54%,  1.79%,  4.30%, 79.03%,  0.90%,  1.61%,  1.97%, 23119.34, 1607.04, 5884.70, 23802.31 , 18, 253, 117.64, 75, 150, 130.98, 90, 180, 129.23, 0.00%, 99.32%,0.00%, 0.23%, 0.45%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 72.73%,0.00%, 18.18%, 9.09%, 0.00%, 0.00%, 0.00%, 0.00%, 2.86%, 54.29%,0.00%, 28.57%, 14.29%, 0.00%, 0.00%, 0.00%, 0.00%, 1.47%, 51.47%,0.00%, 29.41%, 17.65%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 9.0, 15.0, 9.0, 28.0, 0.0, 331.0, 2.998, 16
